District,Rice_Area,Rice_Production,Wheat_Area,Wheat_Production,Maize_Area,Maize_Production
Durg,548.0,185.0,44.0,20.0,3.0,2.0
Durg,547.0,409.0,50.0,26.0,3.0,3.0
Durg,556.3,468.0,53.7,30.0,2.8,2.0
Durg,563.4,400.8,49.4,26.5,2.7,2.3
Durg,571.6,473.6,44.2,29.0,2.5,3.3
Durg,581.8,412.9,44.4,25.8,2.7,3.1
Durg,582.2,381.0,39.6,20.6,2.8,3.2
Durg,600.0,471.9,37.3,18.6,2.9,2.7
Durg,587.4,219.0,36.5,22.4,2.9,2.9
Durg,598.3,454.0,49.2,27.8,2.9,2.9
Durg,593.6,327.1,46.9,10.0,3.0,2.0
Durg,600.7,572.4,53.1,27.1,3.4,2.8
Durg,612.5,362.2,48.7,25.6,3.4,2.9
Durg,616.8,330.6,44.6,17.8,3.0,3.6
Durg,634.9,515.6,44.1,33.6,3.0,2.8
Durg,630.0,506.9,41.5,23.6,3.0,3.0
Durg,627.9,513.3,41.1,23.9,3.0,3.1
Durg,626.7,711.0,39.9,20.6,3.0,3.7
Durg,632.2,563.8,40.5,19.9,3.6,4.1
Durg,630.8,699.8,39.4,21.0,3.8,3.0
Durg,643.0,525.0,37.0,24.0,4.0,3.0
Durg,648.0,523.0,43.0,23.0,4.0,3.0
Durg,652.7,549.7,43.7,20.2,3.8,4.0
Durg,660.2,457.3,43.8,22.7,3.7,4.8
Durg,682.9,806.8,36.2,24.8,4.0,3.8
Durg,680.8,773.6,34.8,21.6,3.8,3.5
Durg,688.0,777.3,56.1,20.5,4.4,6.0
Durg,703.6,876.7,33.8,23.8,3.8,4.2
Durg,726.8,967.9,36.5,29.4,4.8,4.3
Durg,723.3,1052.0,37.1,26.5,4.2,5.6
Durg,710.9,917.2,36.2,29.1,3.2,4.1
Durg,735.7,837.5,35.6,18.3,3.5,3.2
Durg,786.51,684.62,39.96,24.84,5.61,5.68
Durg,769.79,963.04,0.0,0.0,3.81,4.98
Durg,748.76,467.89,29.9,17.59,3.94,3.12
Durg,756.26,978.69,34.33,24.11,3.9,2.62
Durg,753.41,484.9,33.25,25.09,3.71,4.76
Durg,766.58,1145.82,37.99,29.58,3.4,3.35
Durg,775.99,984.31,36.43,23.19,3.26,3.87
Durg,775.99,984.31,36.43,23.19,3.26,3.87
Durg,781.7,1177.1,36.81,26.62,5.28,5.03
Durg,799.89,1095.84,37.32,34.38,3.3,3.82
Durg,803.37,704.09,36.46,31.19,3.4,3.35
Durg,789.04,622.05,42.44,38.12,3.25,3.4
Durg,777.92,1319.18,46.12,45.87,3.17,4.63
Durg,806.55,1416.48,44.98,50.19,3.63,4.67
Durg,807.07,1534.22,43.87,47.69,3.12,4.8
Durg,819.44,1296.24,41.54,43.33,3.64,6.34
Durg,834.87,1444.24,44.25,50.96,4.02,5.84
Durg,817.68,880.6,48.72,54.6,9.87,14.47
Durg,858.91,1791.66,48.94,61.84,7.95,16.12
Durg,841.13,983.21,43.5,50.19,9.25,18.09
Bastar,406.0,261.0,2.0,1.0,23.0,31.0
Bastar,414.0,319.0,2.0,1.0,24.0,34.0
Bastar,423.2,294.0,2.3,1.0,24.7,24.0
Bastar,429.1,329.0,2.3,1.5,25.1,25.0
Bastar,437.7,316.8,2.4,1.9,25.4,36.1
Bastar,445.6,366.6,2.5,1.5,26.8,35.1
Bastar,443.1,285.8,2.7,1.7,26.8,37.1
Bastar,450.5,364.3,2.6,1.9,27.4,39.4
Bastar,451.6,302.9,2.4,2.0,28.2,34.6
Bastar,458.3,407.9,3.7,2.9,29.4,34.8
Bastar,459.6,296.1,3.3,2.2,28.7,32.6
Bastar,473.4,430.4,3.3,2.6,29.3,29.2
Bastar,490.4,402.2,3.0,2.8,27.6,30.2
Bastar,497.5,309.2,3.0,2.4,27.0,39.4
Bastar,519.4,391.8,2.9,3.1,28.0,30.3
Bastar,523.5,389.3,3.0,3.3,27.0,29.4
Bastar,527.7,372.4,3.2,3.9,28.0,36.7
Bastar,538.0,408.0,2.9,2.7,29.0,39.0
Bastar,533.4,395.6,2.8,3.0,28.8,42.8
Bastar,555.4,834.3,2.6,2.6,28.7,32.4
Bastar,556.0,403.0,3.0,3.0,28.0,34.0
Bastar,555.0,382.0,3.0,2.0,28.0,34.0
Bastar,572.8,553.2,2.8,3.0,28.6,40.9
Bastar,571.7,544.7,2.6,2.7,28.4,54.7
Bastar,579.0,561.9,2.0,2.4,27.5,40.6
Bastar,582.3,624.3,2.2,3.0,27.5,40.8
Bastar,584.4,533.3,1.6,2.0,27.5,46.3
Bastar,605.3,603.7,1.8,2.6,27.2,43.9
Bastar,609.9,604.0,1.6,2.4,25.5,32.2
Bastar,619.0,589.1,1.6,2.5,24.7,41.6
Bastar,644.1,670.5,2.0,3.3,24.4,38.7
Bastar,622.8,455.0,1.4,2.2,24.5,34.1
Bastar,627.1,569.8,2.4,3.8,37.1,56.8
Bastar,628.47,676.2,0.0,0.0,25.0,46.6
Bastar,628.03,523.9,1.7,2.75,24.71,38.35
Bastar,633.99,922.15,2.5,3.88,25.06,23.68
Bastar,623.9,331.38,2.09,3.76,25.26,35.99
Bastar,632.58,1042.75,2.42,3.83,29.48,45.98
Bastar,635.47,788.65,2.17,3.21,30.19,49.74
Bastar,635.47,788.65,2.17,3.21,30.19,49.74
Bastar,546.54,836.54,1.92,3.2,31.15,41.19
Bastar,626.07,927.73,1.68,3.31,32.66,59.39
Bastar,627.78,729.33,1.71,2.6,33.41,53.87
Bastar,626.66,682.46,1.64,2.95,34.77,61.36
Bastar,621.89,1184.98,1.6,3.2,35.7,72.3
Bastar,627.73,772.88,1.33,2.49,40.16,82.85
Bastar,637.8,1341.33,1.25,2.47,41.04,84.27
Bastar,642.79,1265.91,0.97,1.75,42.38,99.48
Bastar,646.7,1377.04,0.81,1.86,43.1,86.93
Bastar,644.56,664.46,0.84,1.75,41.36,88.98
Bastar,656.26,1294.97,0.67,1.53,41.5,123.66
Bastar,660.36,801.82,1.24,2.22,41.94,120.22
Raipur,717.0,469.0,6.0,2.0,1.0,1.0
Raipur,726.0,625.0,9.0,4.0,1.0,1.0
Raipur,731.5,630.0,9.5,4.0,1.0,1.0
Raipur,735.2,671.2,7.6,3.4,1.0,0.7
Raipur,743.0,898.5,7.9,4.8,1.0,1.4
Raipur,753.2,699.8,7.9,4.9,0.9,1.1
Raipur,762.1,687.9,11.4,5.7,0.9,1.1
Raipur,771.8,669.5,13.3,7.6,0.9,1.0
Raipur,770.1,415.6,13.5,7.6,0.9,0.8
Raipur,774.7,685.2,27.4,12.2,1.1,1.1
Raipur,775.2,578.6,21.2,8.4,1.0,0.9
Raipur,782.5,904.0,27.6,17.9,1.0,0.9
Raipur,792.7,686.0,20.0,20.5,0.9,0.8
Raipur,795.0,420.2,14.0,10.0,0.9,0.6
Raipur,812.4,724.7,16.7,19.2,0.8,0.6
Raipur,799.6,791.5,17.1,17.2,0.8,0.8
Raipur,798.9,617.0,16.0,17.4,0.8,0.6
Raipur,802.5,988.8,16.7,10.7,0.8,0.9
Raipur,804.0,924.3,16.4,11.9,0.9,1.1
Raipur,821.7,1304.3,17.6,12.3,0.9,0.8
Raipur,818.0,809.0,18.0,20.0,1.0,1.0
Raipur,822.0,1012.0,17.0,16.0,1.0,1.0
Raipur,827.9,850.1,19.5,13.7,0.9,0.7
Raipur,836.1,1186.1,16.4,13.1,0.9,0.9
Raipur,847.3,1155.0,17.0,18.9,0.7,0.6
Raipur,854.1,1218.8,15.1,13.7,1.0,0.9
Raipur,858.6,1382.3,16.7,16.5,1.0,1.4
Raipur,876.1,1400.1,18.9,21.8,0.9,1.3
Raipur,899.7,1303.5,18.4,22.4,0.7,0.6
Raipur,908.4,1314.9,15.9,19.5,0.7,0.8
Raipur,860.4,1448.8,14.2,16.7,0.8,0.8
Raipur,918.6,1016.2,13.5,13.2,0.8,0.7
Raipur,902.0,643.0,17.8,17.9,1.2,1.0
Raipur,950.21,1378.88,0.0,0.0,0.8,1.0
Raipur,889.78,461.63,8.11,10.6,0.84,0.81
Raipur,902.62,1120.82,15.61,19.63,0.86,0.52
Raipur,897.85,659.62,13.19,16.9,1.03,1.23
Raipur,912.53,1316.34,16.45,20.28,2.09,2.0
Raipur,918.33,1147.58,14.32,14.85,1.24,1.42
Raipur,918.33,1147.58,14.32,14.85,1.24,1.42
Raipur,918.39,1324.71,13.09,12.16,2.61,2.35
Raipur,956.63,1483.28,11.42,13.08,2.53,2.89
Raipur,942.24,1252.38,10.82,11.04,1.29,1.39
Raipur,928.66,1307.24,12.67,18.01,1.34,2.13
Raipur,915.4,1521.13,11.3,15.2,1.3,1.8
Raipur,958.01,1421.37,10.54,17.89,2.12,3.6
Raipur,993.68,1974.69,9.76,17.75,10.21,17.05
Raipur,1009.22,1749.21,9.21,15.86,13.01,22.77
Raipur,1034.99,2127.73,10.38,21.24,14.75,29.67
Raipur,986.91,1412.83,10.99,19.3,11.14,20.1
Raipur,1009.29,2432.48,8.8,17.95,7.1,18.15
Raipur,959.01,1520.95,14.56,23.66,6.13,13.67
Bilaspur,624.0,325.0,18.0,9.0,11.0,12.0
Bilaspur,624.0,546.0,19.0,10.0,11.0,15.0
Bilaspur,629.5,416.0,19.9,12.0,11.0,10.0
Bilaspur,630.5,453.5,18.8,11.4,10.9,10.2
Bilaspur,631.5,587.9,18.7,14.5,10.8,15.4
Bilaspur,633.8,564.7,22.6,14.8,10.7,12.8
Bilaspur,635.6,534.0,28.0,17.5,10.9,16.2
Bilaspur,639.3,497.5,31.6,18.0,10.8,12.0
Bilaspur,638.2,489.8,25.9,18.1,10.7,10.7
Bilaspur,640.8,646.5,38.1,22.1,10.7,10.8
Bilaspur,643.2,425.0,24.4,10.2,10.9,11.2
Bilaspur,647.2,690.4,31.9,18.0,11.1,8.3
Bilaspur,652.9,503.3,26.4,19.1,10.9,10.5
Bilaspur,654.2,217.2,12.7,6.0,11.0,8.4
Bilaspur,656.8,636.5,26.2,23.2,11.0,9.8
Bilaspur,658.1,581.4,23.2,18.0,11.0,10.1
Bilaspur,650.7,401.2,19.4,14.3,10.0,10.3
Bilaspur,662.8,666.8,21.8,15.0,11.0,14.2
Bilaspur,655.2,546.2,16.7,7.8,10.7,11.7
Bilaspur,661.2,910.1,20.7,16.8,11.7,12.3
Bilaspur,708.0,967.0,22.0,18.0,12.0,11.0
Bilaspur,663.0,716.0,24.4,17.5,12.0,13.0
Bilaspur,647.6,889.1,24.7,16.2,12.0,16.9
Bilaspur,671.5,698.5,17.4,11.5,12.0,16.6
Bilaspur,689.5,964.2,18.7,16.3,11.9,12.9
Bilaspur,690.6,895.4,17.0,13.6,12.2,15.4
Bilaspur,691.8,724.2,16.8,16.3,11.9,16.7
Bilaspur,698.1,943.7,20.6,19.9,11.9,19.0
Bilaspur,719.7,1164.4,18.8,19.9,11.3,11.7
Bilaspur,691.7,921.0,16.8,17.1,11.9,16.0
Bilaspur,688.3,922.9,15.3,16.0,11.4,14.6
Bilaspur,704.1,349.1,13.5,6.3,11.3,12.6
Bilaspur,748.99,608.38,14.74,12.46,11.29,13.91
Bilaspur,753.87,1129.43,0.0,0.0,11.16,15.5
Bilaspur,704.25,437.56,12.59,4.2,10.79,10.73
Bilaspur,711.68,1012.11,17.63,18.92,10.92,7.81
Bilaspur,704.96,617.25,17.57,18.76,10.68,13.3
Bilaspur,710.4,1011.96,20.06,20.61,10.56,12.73
Bilaspur,711.59,874.16,18.88,15.8,10.28,13.39
Bilaspur,711.59,874.16,18.88,15.8,10.28,13.39
Bilaspur,712.81,1127.18,17.57,15.69,10.12,10.78
Bilaspur,716.37,1160.03,17.38,19.05,9.71,13.41
Bilaspur,749.56,1070.95,17.54,18.05,9.7,11.18
Bilaspur,696.49,994.29,24.25,28.14,11.67,17.12
Bilaspur,705.67,1333.61,24.88,30.13,11.63,18.67
Bilaspur,749.08,1557.35,19.08,26.28,9.3,12.72
Bilaspur,747.27,1746.82,18.7,27.31,8.8,15.8
Bilaspur,726.15,1577.16,19.88,26.97,8.94,15.51
Bilaspur,728.84,1683.92,18.11,28.15,9.03,15.57
Bilaspur,731.83,1340.65,17.82,27.03,8.62,12.22
Bilaspur,727.5,1858.19,16.2,25.1,8.1,17.11
Bilaspur,727.94,1295.71,15.8,21.72,7.61,15.83
Raigarh,332.0,203.0,1.0,1.0,8.0,10.0
Raigarh,333.0,278.0,1.0,1.0,8.0,13.0
Raigarh,339.4,267.0,1.5,1.0,8.8,8.0
Raigarh,340.0,253.2,1.5,0.9,8.9,10.1
Raigarh,342.2,274.7,1.3,1.0,9.0,13.6
Raigarh,344.6,241.3,1.8,1.2,9.1,9.0
Raigarh,345.3,212.9,4.4,3.1,9.0,9.6
Raigarh,345.9,314.1,5.0,3.5,9.1,9.7
Raigarh,347.7,227.6,5.0,3.8,8.9,9.2
Raigarh,350.8,311.6,5.4,3.5,8.9,8.8
Raigarh,353.4,199.1,4.2,2.8,9.1,10.2
Raigarh,356.7,348.5,6.2,4.2,9.0,9.1
Raigarh,360.3,292.1,5.5,7.0,8.9,9.3
Raigarh,362.4,149.3,3.3,2.3,8.0,8.8
Raigarh,368.0,332.6,4.5,5.4,9.0,9.8
Raigarh,372.8,326.6,4.8,5.6,8.0,7.9
Raigarh,371.0,270.2,4.7,6.0,8.0,10.7
Raigarh,375.1,361.8,3.9,3.2,8.0,11.4
Raigarh,378.9,292.6,3.0,2.9,8.8,11.2
Raigarh,387.5,373.4,3.1,3.2,8.9,9.2
Raigarh,392.0,330.0,3.0,4.0,9.0,10.0
Raigarh,392.0,320.0,3.0,4.0,8.9,10.8
Raigarh,407.3,413.1,2.8,3.8,8.6,12.6
Raigarh,418.2,377.5,2.5,3.3,8.7,14.9
Raigarh,412.5,397.8,2.3,3.2,8.4,10.3
Raigarh,413.3,457.3,2.1,2.6,8.3,10.6
Raigarh,413.9,436.6,1.9,2.4,8.4,15.0
Raigarh,417.9,513.9,2.2,3.1,8.3,15.4
Raigarh,419.9,561.6,2.2,3.2,7.7,8.2
Raigarh,417.2,431.6,2.4,3.7,7.8,12.1
Raigarh,420.4,541.2,3.6,5.7,7.7,10.1
Raigarh,419.7,342.6,2.2,2.9,7.7,9.3
Raigarh,592.6,661.2,3.3,4.7,14.4,20.4
Raigarh,420.8,476.0,0.0,0.0,7.63,13.91
Raigarh,421.0,237.75,2.1,3.04,7.55,11.1
Raigarh,420.68,526.7,2.79,3.77,7.48,6.71
Raigarh,419.69,284.59,3.07,4.38,7.44,10.33
Raigarh,422.96,547.37,3.85,5.08,7.46,10.82
Raigarh,421.56,417.86,3.33,3.86,7.32,12.01
Raigarh,421.56,417.86,3.33,3.86,7.32,12.01
Raigarh,421.04,437.91,3.31,3.74,7.12,9.0
Raigarh,423.06,532.65,3.17,4.65,7.08,11.63
Raigarh,423.29,500.83,3.51,4.86,7.05,10.15
Raigarh,420.75,470.53,3.72,4.87,6.78,11.23
Raigarh,435.05,598.26,3.4,5.5,7.0,11.9
Raigarh,421.32,602.66,3.63,6.27,6.84,10.67
Raigarh,422.65,641.28,3.44,6.08,6.33,11.84
Raigarh,418.44,580.76,6.67,11.5,6.55,14.33
Raigarh,408.9,657.79,3.62,7.5,6.55,12.46
Raigarh,409.45,414.89,3.56,6.15,6.5,10.94
Raigarh,424.24,763.72,3.87,7.12,6.46,15.43
Raigarh,411.12,623.29,3.91,6.76,6.29,15.81
Surguja,284.0,89.0,2.0,1.0,33.0,47.0
Surguja,278.0,182.0,7.0,4.0,35.0,53.0
Surguja,284.3,153.0,5.9,3.0,35.1,30.0
Surguja,284.9,191.9,6.5,4.2,35.4,30.5
Surguja,288.2,195.8,6.9,5.0,36.0,50.5
Surguja,290.3,250.7,7.9,4.4,36.2,26.2
Surguja,294.4,150.4,10.1,6.2,36.9,29.0
Surguja,295.9,221.6,13.2,7.7,37.5,45.4
Surguja,295.6,139.0,12.9,8.1,38.1,48.9
Surguja,299.1,222.8,14.5,8.8,38.7,36.6
Surguja,299.6,141.5,10.9,6.2,39.5,51.1
Surguja,306.1,270.2,15.2,8.4,40.4,26.1
Surguja,311.7,204.0,16.0,15.3,41.1,36.2
Surguja,294.4,75.3,9.7,5.3,41.0,35.8
Surguja,308.4,247.1,13.5,13.5,41.0,44.4
Surguja,312.9,218.5,12.0,11.7,42.0,35.6
Surguja,312.8,229.7,12.1,12.4,42.0,45.5
Surguja,318.7,216.2,10.4,6.8,42.0,64.1
Surguja,329.1,219.2,16.9,13.3,44.2,45.9
Surguja,329.5,249.7,18.3,15.2,44.5,45.6
Surguja,336.0,256.0,21.0,24.0,45.0,34.0
Surguja,342.0,237.0,24.0,23.0,46.0,49.0
Surguja,353.0,283.0,18.8,19.5,45.8,59.5
Surguja,355.4,338.6,18.8,22.0,46.0,57.6
Surguja,351.2,417.7,20.4,25.3,46.2,42.5
Surguja,351.9,301.0,18.2,18.0,46.2,51.4
Surguja,351.2,243.9,12.9,13.0,46.9,56.3
Surguja,352.9,279.2,17.4,20.7,47.6,55.8
Surguja,361.5,402.3,20.1,25.8,43.2,19.3
Surguja,362.0,318.7,20.8,26.8,45.3,69.0
Surguja,370.5,391.3,21.2,27.7,45.0,51.4
Surguja,369.4,298.7,21.2,23.1,44.3,50.0
Surguja,373.7,273.2,21.7,26.3,44.5,69.1
Surguja,379.81,431.72,0.0,0.0,45.52,72.25
Surguja,377.94,240.59,23.47,33.31,45.55,61.57
Surguja,384.88,513.26,25.0,33.18,45.62,28.37
Surguja,377.85,257.13,23.69,29.71,45.84,56.99
Surguja,383.94,503.4,25.36,29.24,45.6,60.18
Surguja,380.93,374.25,24.13,24.32,45.57,59.52
Surguja,380.93,374.25,24.13,24.32,45.57,59.52
Surguja,383.16,403.92,24.39,23.79,45.32,41.23
Surguja,380.88,435.45,24.07,30.09,45.31,66.01
Surguja,382.59,449.93,24.81,29.68,44.55,59.93
Surguja,376.0,270.74,24.47,26.84,43.91,50.14
Surguja,371.28,399.46,23.98,27.45,43.9,76.3
Surguja,377.14,530.08,25.29,32.02,45.39,63.31
Surguja,373.71,610.07,25.21,41.92,47.34,91.37
Surguja,371.71,633.47,26.77,41.33,49.07,96.07
Surguja,381.43,687.04,26.02,43.61,47.61,84.57
Surguja,369.32,440.9,23.87,33.51,48.89,91.01
Surguja,376.38,652.25,23.63,37.56,49.44,118.85
Surguja,377.07,524.07,23.18,37.09,48.4,123.33
Jabalpur,119.0,21.0,84.0,39.0,6.0,6.0
Jabalpur,120.0,67.0,133.0,71.0,6.0,7.0
Jabalpur,124.0,45.0,128.8,64.0,6.7,5.0
Jabalpur,127.9,62.3,141.7,76.6,6.8,3.0
Jabalpur,126.8,82.5,150.2,100.3,7.0,8.8
Jabalpur,129.3,92.5,164.3,103.1,7.1,6.4
Jabalpur,129.6,57.0,160.4,94.0,7.5,7.5
Jabalpur,118.4,62.9,152.9,116.4,7.4,6.8
Jabalpur,118.4,38.6,128.0,67.6,7.4,6.8
Jabalpur,123.3,93.6,159.2,124.7,7.7,7.6
Jabalpur,126.6,61.7,139.9,61.2,7.8,7.9
Jabalpur,129.9,117.0,168.0,97.1,7.8,5.4
Jabalpur,135.8,95.2,180.8,124.3,7.9,6.5
Jabalpur,134.7,1.7,123.2,45.6,8.0,3.8
Jabalpur,132.2,66.1,184.7,144.7,8.0,5.9
Jabalpur,127.9,43.0,146.2,75.0,8.0,7.0
Jabalpur,114.6,55.0,139.5,99.6,8.0,6.5
Jabalpur,125.9,84.6,165.2,181.4,8.0,9.0
Jabalpur,125.9,43.1,159.5,125.1,8.5,7.3
Jabalpur,133.6,101.8,183.4,129.2,8.6,7.2
Jabalpur,127.0,24.0,121.0,80.0,9.0,5.0
Jabalpur,113.0,68.0,156.0,146.0,9.0,9.0
Jabalpur,132.0,78.8,154.8,161.5,9.0,8.5
Jabalpur,126.0,58.9,127.4,113.8,8.9,11.2
Jabalpur,135.5,111.8,166.3,167.9,8.9,8.7
Jabalpur,138.4,75.0,143.5,134.0,8.7,8.0
Jabalpur,144.8,95.4,161.2,194.9,8.6,14.4
Jabalpur,147.3,100.2,170.7,200.4,9.0,11.6
Jabalpur,149.0,113.0,165.6,215.5,8.7,8.3
Jabalpur,152.4,112.6,149.3,182.0,8.6,10.0
Jabalpur,153.2,86.3,144.2,166.5,8.6,9.2
Jabalpur,161.8,86.2,185.8,169.1,8.5,8.8
Jabalpur,56.1,28.8,186.34,136.5,4.7,5.2
Jabalpur,164.7,173.4,188.5,253.4,8.5,12.5
Jabalpur,164.3,72.0,154.3,195.9,8.4,13.7
Jabalpur,172.7,144.9,159.1,220.5,8.5,16.7
Jabalpur,170.1,96.5,148.9,170.0,8.4,16.0
Jabalpur,178.2,174.3,157.2,241.2,8.4,17.4
Jabalpur,180.52,162.82,156.45,231.69,8.48,13.94
Jabalpur,168.96,145.9,156.55,255.66,8.3,11.97
Jabalpur,173.4,103.71,144.1,226.35,8.18,5.84
Jabalpur,153.8,53.52,130.4,166.2,7.8,7.4
Jabalpur,173.3,103.69,157.7,245.8,8.4,10.2
Jabalpur,135.2,78.8,162.0,229.4,7.7,7.1
Jabalpur,151.1,155.0,162.7,339.5,7.5,8.8
Jabalpur,157.6,204.5,166.0,381.6,8.0,7.9
Jabalpur,182.13,292.91,201.13,559.1,8.07,15.13
Jabalpur,188.69,364.36,218.66,546.79,7.67,13.57
Jabalpur,179.0,228.0,227.0,598.0,19.0,57.0
Jabalpur,169.0,189.33,202.0,623.0,10.0,17.0
Jabalpur,225.0,652.66,237.0,827.0,11.0,25.0
Jabalpur,210.2,526.17,300.7,1037.13,13.9,35.38
Balaghat,211.0,98.0,15.0,5.0,4.0,5.0
Balaghat,213.0,197.0,16.0,3.0,4.0,5.0
Balaghat,217.4,188.0,14.5,6.0,4.4,4.0
Balaghat,219.1,220.6,14.7,4.5,4.3,3.6
Balaghat,220.6,236.9,14.5,6.8,4.3,4.8
Balaghat,222.5,264.7,14.9,5.6,4.3,4.6
Balaghat,223.3,138.7,14.9,5.0,4.4,5.4
Balaghat,222.6,197.5,17.2,6.6,4.5,4.4
Balaghat,221.8,110.2,18.1,7.5,4.5,3.9
Balaghat,220.6,226.6,25.0,10.1,4.4,5.3
Balaghat,223.0,193.6,19.7,5.5,4.4,6.3
Balaghat,227.3,282.3,21.2,8.5,8.5,4.5
Balaghat,226.3,226.4,21.6,10.1,4.4,4.4
Balaghat,220.7,98.8,12.8,5.2,4.0,4.4
Balaghat,225.7,316.9,18.0,14.7,4.0,4.3
Balaghat,228.0,282.2,19.0,15.7,4.0,5.2
Balaghat,225.1,228.7,18.0,12.2,4.0,4.8
Balaghat,228.2,280.2,20.2,7.2,4.0,6.0
Balaghat,229.7,154.7,15.1,7.1,4.6,6.0
Balaghat,230.6,304.0,20.3,6.1,4.5,5.1
Balaghat,233.0,234.0,21.0,21.0,4.6,5.3
Balaghat,203.0,205.0,22.0,13.0,4.5,5.2
Balaghat,235.1,358.6,22.5,16.6,4.6,7.0
Balaghat,232.4,218.5,22.9,18.6,4.6,7.8
Balaghat,236.3,297.1,23.8,22.7,4.7,4.9
Balaghat,236.2,238.4,18.8,11.7,4.4,4.6
Balaghat,237.3,263.6,19.1,13.5,4.5,7.3
Balaghat,241.6,299.7,22.6,19.5,4.6,7.5
Balaghat,243.7,228.3,26.7,24.8,4.6,3.2
Balaghat,243.3,295.9,25.2,22.1,4.6,7.2
Balaghat,235.9,245.3,15.6,14.3,5.0,6.4
Balaghat,243.9,257.7,13.1,6.5,4.6,4.4
Balaghat,240.1,299.4,19.1,14.1,4.6,6.6
Balaghat,249.7,333.3,18.5,18.6,4.6,7.6
Balaghat,246.6,209.4,14.0,9.8,4.6,7.1
Balaghat,249.5,358.2,16.0,14.6,4.5,10.4
Balaghat,247.5,207.8,16.6,17.6,4.4,9.5
Balaghat,252.1,370.4,16.3,17.4,4.4,8.2
Balaghat,224.8,246.49,11.34,7.9,4.38,7.14
Balaghat,248.7,365.28,16.58,15.84,4.44,8.11
Balaghat,248.65,299.34,15.05,11.43,4.36,4.51
Balaghat,249.8,233.77,14.7,13.2,4.4,5.7
Balaghat,249.8,181.57,15.1,12.3,5.6,7.5
Balaghat,247.8,338.2,14.7,19.5,4.2,5.0
Balaghat,247.9,353.0,15.1,22.9,4.3,6.6
Balaghat,246.7,336.2,22.7,29.8,4.3,5.6
Balaghat,260.77,486.46,18.32,23.72,4.23,9.95
Balaghat,258.65,434.08,17.52,22.85,4.29,7.38
Balaghat,245.0,449.33,38.0,56.0,8.0,21.0
Balaghat,266.0,445.33,20.0,27.0,9.0,18.0
Balaghat,272.0,675.33,35.0,64.0,9.0,27.0
Balaghat,220.21,395.48,55.56,138.12,10.04,29.37
Chhindwara,18.4,4.6,50.0,22.4,16.5,7.3
Chhindwara,17.9,10.6,54.0,28.1,17.0,16.0
Chhindwara,18.1,10.0,58.5,34.0,17.6,10.0
Chhindwara,18.3,10.5,58.9,33.3,17.8,10.9
Chhindwara,18.7,12.7,63.5,40.1,18.1,15.8
Chhindwara,20.3,15.0,68.4,42.4,18.1,15.8
Chhindwara,20.8,9.5,65.0,32.2,18.1,11.2
Chhindwara,21.6,16.1,64.6,35.6,18.8,12.3
Chhindwara,22.4,10.3,63.3,39.0,19.2,12.3
Chhindwara,22.4,21.5,70.0,41.4,19.8,18.6
Chhindwara,23.6,8.4,67.2,29.4,20.9,17.8
Chhindwara,24.9,14.0,75.5,37.3,21.6,18.2
Chhindwara,26.7,13.5,72.5,29.7,24.2,13.3
Chhindwara,27.9,5.5,70.1,31.9,26.0,16.5
Chhindwara,26.7,12.9,63.0,28.1,28.0,12.2
Chhindwara,26.7,14.7,73.0,60.3,30.0,32.9
Chhindwara,26.0,21.5,71.8,89.5,30.0,75.3
Chhindwara,26.3,27.5,80.6,123.1,31.0,54.3
Chhindwara,27.3,19.5,82.7,101.9,30.4,57.5
Chhindwara,27.1,24.2,85.7,120.0,35.2,59.5
Chhindwara,28.0,16.0,67.0,95.0,35.0,48.0
Chhindwara,26.0,28.0,80.0,103.0,37.0,109.0
Chhindwara,27.5,20.3,78.6,110.3,37.9,56.5
Chhindwara,26.9,20.8,65.1,86.8,33.3,144.0
Chhindwara,20.8,20.7,81.2,137.0,42.2,129.2
Chhindwara,19.1,10.8,56.5,58.5,43.9,83.1
Chhindwara,18.6,12.9,55.6,90.9,44.0,83.9
Chhindwara,19.4,17.5,77.6,152.2,54.2,102.9
Chhindwara,20.1,19.4,91.4,201.8,48.1,53.7
Chhindwara,19.6,11.1,85.7,134.7,49.6,94.9
Chhindwara,19.0,15.8,88.2,158.1,50.2,82.9
Chhindwara,19.7,14.9,90.4,86.7,53.6,145.8
Chhindwara,19.4,12.1,102.4,175.4,55.5,120.9
Chhindwara,25.4,21.1,104.2,272.7,84.3,188.8
Chhindwara,24.8,11.0,61.5,92.9,70.1,158.6
Chhindwara,25.4,11.3,59.8,84.9,80.7,160.1
Chhindwara,25.4,11.0,71.4,105.1,73.6,196.1
Chhindwara,24.3,21.1,84.2,170.2,82.0,241.9
Chhindwara,22.68,15.22,84.26,145.57,76.01,158.54
Chhindwara,21.57,16.49,91.94,139.56,74.55,139.94
Chhindwara,20.56,16.67,105.95,198.97,85.13,158.2
Chhindwara,20.5,12.01,110.7,223.4,92.1,216.7
Chhindwara,19.3,9.57,82.8,175.2,92.8,203.5
Chhindwara,18.8,14.2,111.1,425.2,88.9,233.1
Chhindwara,18.3,30.2,114.5,388.9,94.4,279.1
Chhindwara,20.2,43.0,122.1,278.84,98.6,423.9
Chhindwara,13.94,38.37,138.57,438.74,134.98,483.9
Chhindwara,13.81,28.05,146.14,332.52,154.25,173.17
Chhindwara,20.0,48.0,155.0,455.0,65.0,220.0
Chhindwara,31.0,54.0,165.0,636.0,195.0,980.0
