District,Rice_Area,Rice_Production,Wheat_Area,Wheat_Production,Maize_Area,Maize_Production
Mahendragarh / Narnaul,0.1,0.0,78.5,188.7,0.0,0.0
Mahendragarh / Narnaul,0.1,0.0,79.1,181.8,0.0,0.0
Mahendragarh / Narnaul,0.0,0.0,100.3,244.3,0.0,0.0
Mahendragarh / Narnaul,0.0,0.0,93.6,200.1,0.0,0.0
Mahendragarh / Narnaul,0.3,0.6,74.8,166.2,0.0,0.0
Mahendragarh / Narnaul,0.3,0.9,71.1,206.2,1.0,1.0
Mahendragarh / Narnaul,0.0,0.0,81.1,229.5,0.0,0.0
Mahendragarh / Narnaul,0.0,0.0,87.7,254.0,0.0,0.0
Mahendragarh / Narnaul,0.0,0.0,86.1,294.6,0.0,0.0
Mahendragarh / Narnaul,0.0,0.0,125.9,406.3,0.0,0.0
Mahendragarh / Narnaul,0.0,0.0,80.19,290.41,0.03,0.0
Mahendragarh / Narnaul,0.0,0.0,87.58,319.5,0.03,0.0
Mahendragarh / Narnaul,0.0,0.0,97.94,357.34,0.03,0.0
Mahendragarh / Narnaul,0.15,0.0,96.32,358.44,0.0,0.0
Mahendragarh / Narnaul,0.06,0.0,95.27,364.43,0.0,0.0
Mahendragarh / Narnaul,0.12,0.0,89.32,346.86,0.0,0.0
Mahendragarh / Narnaul,0.17,0.0,98.89,393.76,0.0,0.0
Mahendragarh / Narnaul,0.46,0.87,106.01,412.86,0.03,0.0
Mahendragarh / Narnaul,2.9,6.38,120.4,472.52,0.0,0.0
Mahendragarh / Narnaul,3.07,6.67,136.11,521.77,0.0,0.0
Mahendragarh / Narnaul,2.96,8.41,138.64,517.82,0.03,0.0
Mahendragarh / Narnaul,2.75,8.7,121.43,453.44,0.0,0.0
Mahendragarh / Narnaul,2.15,5.51,123.0,461.85,0.0,0.0
Mahendragarh / Narnaul,3.39,9.28,123.77,473.63,0.03,0.0
Mahendragarh / Narnaul,3.73,6.67,116.32,436.17,0.01,0.0
Mahendragarh / Narnaul,4.15,9.86,108.36,419.74,0.03,0.0
Mahendragarh / Narnaul,4.64,10.15,127.21,507.92,0.0,0.0
Mahendragarh / Narnaul,4.99,14.21,135.58,503.86,0.03,0.0
Mahendragarh / Narnaul,7.89,17.4,126.32,555.38,0.0,0.0
Mahendragarh / Narnaul,7.34,17.11,128.4,513.09,0.03,0.0
Mahendragarh / Narnaul,8.53,19.72,136.05,630.31,0.03,0.0
Mahendragarh / Narnaul,7.95,21.17,126.93,586.3,0.0,0.0
Mahendragarh / Narnaul,6.09,17.69,128.83,588.67,0.02,0.0
Mahendragarh / Narnaul,6.38,16.24,133.58,628.88,0.0,0.0
Mahendragarh / Narnaul,7.83,13.92,156.01,608.94,0.0,0.0
Mahendragarh / Narnaul,8.99,20.59,147.86,610.68,0.0,0.0
Mahendragarh / Narnaul,10.24,21.75,144.08,671.29,0.0,0.0
Mahendragarh / Narnaul,10.59,25.52,139.03,617.32,0.03,0.0
Ambala,47.0,40.0,94.8,92.0,54.0,69.0
Ambala,47.7,47.0,121.7,151.0,71.0,78.0
Ambala,51.9,55.0,130.4,166.1,66.0,63.0
Ambala,45.8,58.0,139.0,258.0,71.8,97.0
Ambala,48.0,54.0,169.0,283.0,89.0,95.0
Ambala,55.0,84.0,165.0,286.0,76.0,90.0
Ambala,55.4,71.0,162.4,239.0,80.0,96.0
Ambala,56.9,91.0,161.4,225.0,78.0,97.0
Ambala,49.9,42.0,158.8,252.0,81.0,104.0
Ambala,58.5,108.0,162.6,292.0,88.0,110.0
Ambala,50.8,91.0,105.5,173.0,49.4,56.0
Ambala,52.5,106.0,96.7,174.0,44.0,55.0
Ambala,60.9,144.0,108.4,207.0,37.5,34.0
Ambala,69.0,95.0,109.0,185.0,38.0,27.0
Ambala,66.0,137.0,112.0,231.0,39.0,53.0
Ambala,68.0,131.0,124.0,256.0,38.0,41.0
Ambala,61.0,119.0,118.0,255.0,30.0,29.0
Ambala,65.0,162.0,138.0,288.0,33.0,47.0
Ambala,71.0,162.0,123.0,220.0,34.0,48.0
Ambala,75.0,199.0,129.0,335.0,30.0,39.0
Ambala,78.0,200.0,132.0,302.0,31.0,44.0
Ambala,51.0,121.0,126.0,282.0,24.0,23.0
Ambala,76.0,195.0,134.0,424.0,27.0,27.0
Ambala,126.0,379.0,216.0,546.0,33.0,54.0
Ambala,102.7,286.0,150.6,452.0,25.1,37.0
Ambala,98.1,285.0,139.6,400.0,21.4,37.0
Ambala,104.8,288.0,167.9,487.0,24.2,43.0
Ambala,110.2,303.0,156.9,450.0,23.1,28.0
Ambala,111.9,338.0,145.0,423.0,22.1,38.0
Ambala,111.7,286.0,143.7,450.0,21.5,38.0
Ambala,113.5,355.0,141.9,487.0,21.8,36.0
Ambala,125.3,366.0,150.0,477.0,20.9,40.0
Ambala,135.0,332.0,157.0,579.0,18.0,35.0
Ambala,133.4,384.0,158.4,627.0,17.1,42.0
Ambala,133.6,399.0,157.3,549.0,13.3,30.0
Ambala,135.6,414.0,161.6,587.0,15.3,41.0
Ambala,117.4,350.0,161.1,566.0,13.9,27.0
Ambala,136.9,420.0,172.4,559.0,14.3,37.0
Ambala,139.08,442.0,172.09,551.0,14.32,37.0
Ambala,142.0,471.0,172.3,611.0,15.9,34.0
Ambala,142.4,502.0,169.9,647.0,12.2,30.0
Ambala,141.6,524.0,172.4,647.0,12.1,32.0
Ambala,161.5,512.0,183.9,693.0,10.5,22.8
Ambala,164.2,596.0,188.4,739.0,9.4,20.0
Ambala,165.6,556.0,186.5,734.0,7.9,15.0
Ambala,164.5,615.0,187.8,936.0,8.5,21.0
Ambala,162.13,645.0,189.09,794.0,7.64,20.0
Ambala,158.0,600.0,188.0,842.0,7.0,21.0
Ambala,163.0,596.0,194.0,713.0,6.0,12.0
Ambala,167.8,638.0,196.2,846.0,4.3,14.0
Ambala,167.3,645.0,193.2,860.0,3.7,10.0
Ambala,170.6,681.0,194.2,898.0,5.2,15.0
Karnal,125.7,153.0,221.0,340.0,48.0,38.0
Karnal,138.4,198.0,240.0,436.0,57.0,64.0
Karnal,145.0,169.0,273.0,549.0,34.0,21.0
Karnal,154.6,243.0,318.0,740.0,49.5,62.0
Karnal,178.6,339.0,357.0,910.0,53.0,75.0
Karnal,195.2,392.0,382.3,952.0,54.1,70.0
Karnal,196.9,337.0,378.4,701.0,51.0,58.0
Karnal,198.1,395.0,363.3,694.0,57.0,59.0
Karnal,187.6,312.0,351.9,676.0,59.0,62.0
Karnal,204.5,444.0,373.3,826.0,66.7,85.0
Karnal,219.6,602.0,398.9,946.0,55.5,56.0
Karnal,248.3,710.0,409.2,983.0,38.7,34.0
Karnal,288.9,867.0,431.9,1096.0,38.9,30.0
Karnal,316.0,594.0,438.0,1040.0,25.0,12.0
Karnal,308.0,861.0,435.0,1013.0,23.0,22.0
Karnal,334.0,864.0,451.0,1187.0,26.0,30.0
Karnal,330.0,918.0,473.0,1283.0,18.0,19.0
Karnal,346.0,873.0,489.0,1362.0,17.0,17.0
Karnal,351.0,878.0,484.0,1496.0,17.0,23.0
Karnal,367.0,1034.0,499.0,1686.0,16.0,22.0
Karnal,396.0,965.0,493.0,1500.0,13.0,18.0
Karnal,309.0,746.0,484.0,1537.0,9.0,7.0
Karnal,389.0,935.0,484.0,1801.0,11.0,12.0
Karnal,543.8,1445.8,749.6,2577.2,8.6,8.6
Karnal,391.51,1059.84,491.73,1889.16,5.54,8.82
Karnal,378.25,1035.6,478.54,1854.66,4.36,6.82
Karnal,416.08,1087.0,486.99,1835.38,4.29,6.64
Karnal,426.74,1139.38,495.46,1836.22,3.53,4.82
Karnal,437.55,1161.52,485.09,1809.5,2.95,4.0
Karnal,445.24,957.8,474.5,1741.28,2.83,7.64
Karnal,441.41,1289.98,473.6,1889.52,2.71,5.64
Karnal,460.18,1278.88,466.86,1667.4,2.47,5.64
Karnal,480.84,1064.18,478.38,1984.48,2.0,4.0
Karnal,477.38,1244.48,494.32,2186.76,0.98,2.0
Karnal,481.84,1308.62,483.79,2230.16,0.96,2.0
Karnal,481.24,1357.64,493.33,2225.58,1.16,3.0
Karnal,469.56,1322.08,497.95,2172.64,0.68,0.0
Karnal,480.38,1329.16,502.85,2077.04,0.88,0.0
Karnal,486.69,1526.18,511.31,2127.12,0.46,0.0
Karnal,474.09,1509.14,506.88,2214.32,0.58,0.0
Karnal,469.49,1574.86,499.29,2236.64,0.58,0.0
Karnal,480.02,1678.66,506.74,2313.76,0.7,2.0
Karnal,496.47,1362.62,516.06,2404.24,0.78,1.4
Karnal,496.31,1557.84,513.09,2319.04,0.4,2.0
Karnal,499.53,1375.52,517.23,2353.7,0.3,0.0
Karnal,492.5,1539.02,512.54,2840.26,1.0,3.0
Karnal,489.8,1678.84,512.65,2389.92,0.57,0.0
Karnal,484.56,1677.4,512.68,2499.16,0.0,0.0
Karnal,489.02,1575.4,514.5,2074.08,1.0,2.0
Karnal,488.46,1543.8,514.4,2394.54,1.3,3.0
Karnal,498.94,1700.64,527.36,2543.02,1.5,1.0
Karnal,508.45,1927.62,515.45,2536.62,0.2,0.0
Rohtak,7.4,8.0,161.0,242.0,4.0,4.0
Rohtak,15.0,18.0,170.0,290.0,6.0,6.0
Rohtak,16.0,22.0,185.0,316.0,6.0,4.0
Rohtak,16.1,26.0,187.0,381.0,7.0,5.0
Rohtak,14.5,19.0,198.2,418.0,6.4,6.0
Rohtak,13.5,19.0,201.1,416.0,8.0,6.0
Rohtak,12.8,15.0,221.2,403.0,7.7,6.0
Rohtak,11.0,14.0,193.6,248.0,6.7,6.0
Rohtak,10.1,9.0,204.4,356.0,7.3,5.0
Rohtak,10.5,12.0,217.1,394.0,7.1,7.0
Rohtak,11.5,16.0,234.9,420.0,6.4,5.0
Rohtak,15.9,21.0,244.0,448.0,4.2,1.0
Rohtak,31.3,39.0,259.8,511.0,4.3,1.0
Rohtak,36.0,21.0,252.0,570.0,6.0,5.0
Rohtak,21.0,26.0,255.0,623.0,4.0,2.0
Rohtak,20.0,28.0,260.0,547.0,3.0,2.0
Rohtak,20.0,36.0,281.0,689.0,3.0,3.0
Rohtak,26.0,44.0,280.0,699.0,3.0,2.0
Rohtak,27.0,59.0,280.0,687.0,3.0,2.0
Rohtak,29.0,71.0,267.0,796.0,2.0,2.0
Rohtak,34.0,72.0,282.0,767.0,2.0,1.0
Rohtak,17.0,34.0,266.0,732.0,1.0,0.0
Rohtak,31.0,61.0,278.0,840.0,2.0,1.0
Rohtak,29.0,56.0,290.0,881.6,1.0,1.0
Rohtak,29.6,72.0,271.11,857.72,1.2,1.0
Rohtak,29.6,70.0,265.2,881.37,0.8,1.0
Rohtak,41.0,92.0,283.02,972.62,0.8,2.0
Rohtak,45.71,105.0,276.06,1012.45,0.9,1.0
Rohtak,54.4,122.0,282.36,1038.36,0.4,0.0
Rohtak,72.11,124.0,277.53,1014.41,0.3,0.0
Rohtak,70.71,156.0,286.29,1064.71,0.1,0.0
Rohtak,86.73,172.0,292.75,1011.23,0.5,0.0
Rohtak,127.13,224.26,324.76,1200.78,0.0,0.0
Rohtak,121.34,179.26,338.11,1345.08,1.0,2.0
Rohtak,117.79,199.39,343.42,1341.64,0.2,0.0
Rohtak,114.79,197.39,335.56,1370.3,0.3,0.0
Rohtak,57.94,123.0,319.23,1311.4,0.2,0.0
Rohtak,91.58,188.39,320.12,1224.61,0.6,2.0
Rohtak,94.38,166.39,310.0,1175.18,0.57,2.0
Rohtak,106.58,232.39,320.33,1211.36,0.8,2.0
Rohtak,105.3,246.39,338.42,1419.91,0.5,0.0
Rohtak,113.4,287.39,345.22,1366.65,0.8,3.0
Rohtak,165.36,267.65,346.45,1577.04,0.4,0.8
Rohtak,151.57,316.65,352.52,1477.6,2.3,4.0
Rohtak,164.35,324.04,352.86,1619.59,1.2,4.0
Rohtak,165.43,381.17,369.48,1918.2,1.4,6.0
Rohtak,148.18,324.91,347.5,1436.86,1.53,6.0
Rohtak,174.26,406.91,348.85,1535.86,1.0,3.0
Rohtak,164.26,398.78,374.5,1363.53,2.0,4.0
Rohtak,188.46,471.78,367.13,1511.38,0.4,1.0
Rohtak,192.71,439.52,348.87,1802.33,0.7,15.0
Rohtak,197.13,502.65,360.89,1733.25,0.8,4.0
Saharanpur,89.1,94.3,133.1,117.1,36.1,17.3
Saharanpur,95.6,100.3,147.9,164.4,37.2,23.6
Saharanpur,93.7,94.3,144.0,147.1,36.8,17.3
Saharanpur,84.9,113.0,150.0,199.0,37.8,29.2
Saharanpur,87.3,100.5,110.3,213.2,40.1,43.0
Saharanpur,101.6,136.6,172.2,256.7,42.0,33.6
Saharanpur,89.9,94.0,174.8,251.0,39.3,27.3
Saharanpur,90.3,104.0,168.8,146.8,37.9,30.5
Saharanpur,85.2,86.9,158.8,197.9,35.7,22.6
Saharanpur,89.5,107.2,157.4,246.0,37.9,26.3
Saharanpur,89.0,133.1,166.8,225.0,38.0,29.7
Saharanpur,86.2,133.8,161.4,264.8,36.9,34.3
Saharanpur,97.4,158.0,190.7,330.8,30.9,11.7
Saharanpur,110.7,122.1,188.5,302.6,31.9,26.4
Saharanpur,106.2,175.7,189.5,339.7,34.4,29.4
Saharanpur,88.9,111.7,183.8,319.8,29.0,29.1
Saharanpur,83.8,138.4,177.9,388.4,27.1,26.6
Saharanpur,85.3,163.4,190.9,420.0,30.5,36.9
Saharanpur,100.0,208.9,196.9,432.4,29.4,45.3
Saharanpur,105.0,252.7,195.3,471.8,28.7,32.5
Saharanpur,101.2,191.1,193.7,421.6,26.0,37.7
Saharanpur,78.4,147.4,177.5,407.1,21.2,19.1
Saharanpur,85.7,198.0,176.7,461.8,21.2,27.3
Saharanpur,114.0,232.0,231.8,605.5,27.6,28.9
Saharanpur,86.72,208.42,170.44,391.69,17.77,17.72
Saharanpur,83.13,198.26,171.09,475.11,15.95,17.74
Saharanpur,94.87,242.1,187.22,441.06,16.64,22.94
Saharanpur,100.21,196.17,186.46,450.78,16.77,22.57
Saharanpur,96.62,222.8,176.51,467.83,14.73,22.95
Saharanpur,93.02,240.61,167.13,441.94,13.58,18.34
Saharanpur,90.15,234.83,172.72,492.77,11.91,18.57
Saharanpur,98.23,256.19,172.17,474.61,12.46,17.55
Saharanpur,101.57,240.13,173.39,470.63,11.72,17.78
Saharanpur,98.61,232.13,172.28,513.9,11.45,17.5
Saharanpur,94.79,219.24,167.21,470.92,10.2,15.32
Saharanpur,86.39,191.57,158.38,452.91,9.72,16.34
Saharanpur,74.12,168.95,156.58,428.36,8.4,10.24
Saharanpur,73.26,148.65,163.07,449.82,8.23,9.47
Saharanpur,51.46,110.95,167.28,427.37,8.93,13.39
Saharanpur,74.53,169.77,154.32,394.86,11.18,16.88
Saharanpur,59.67,128.35,151.03,421.81,9.78,14.63
Saharanpur,57.18,129.64,152.1,426.7,9.07,11.46
Saharanpur,66.74,148.24,159.58,464.48,9.62,13.87
Saharanpur,77.86,175.38,161.46,474.8,8.76,9.54
Saharanpur,73.61,150.25,157.99,454.26,8.72,11.99
Saharanpur,73.32,162.98,156.17,514.9,8.57,12.17
Saharanpur,67.62,172.1,153.33,498.57,8.56,11.61
Saharanpur,69.58,164.6,153.12,497.07,7.78,9.64
Saharanpur,75.58,184.64,163.14,335.75,7.99,11.3
Saharanpur,86.82,196.19,158.87,513.21,7.78,12.68
Saharanpur,72.43,172.65,158.99,572.66,8.12,13.23
Saharanpur,70.55,185.44,156.61,588.92,8.17,13.38
Muzaffarnagar,48.9,40.7,130.9,172.0,21.6,15.2
Muzaffarnagar,54.6,55.3,142.1,213.5,25.9,22.1
Muzaffarnagar,47.9,40.7,134.8,162.7,21.2,15.2
Muzaffarnagar,41.8,44.1,138.8,224.5,23.0,27.3
Muzaffarnagar,39.8,42.6,154.4,251.2,27.8,29.6
Muzaffarnagar,47.0,56.1,156.2,287.4,32.2,25.8
Muzaffarnagar,38.8,39.9,163.2,261.0,26.2,23.1
Muzaffarnagar,36.3,39.4,161.8,181.5,23.8,21.8
Muzaffarnagar,32.5,36.6,146.9,239.4,21.2,23.5
Muzaffarnagar,36.2,44.9,143.7,268.6,24.8,22.0
Muzaffarnagar,36.4,49.7,132.4,243.4,21.1,16.9
Muzaffarnagar,36.5,53.1,140.3,274.9,16.9,14.5
Muzaffarnagar,45.5,71.8,164.6,290.3,15.5,9.0
Muzaffarnagar,49.8,67.0,165.1,340.1,17.2,16.5
Muzaffarnagar,47.9,64.6,172.0,405.7,18.1,19.8
Muzaffarnagar,37.0,53.9,156.5,360.2,15.4,15.0
Muzaffarnagar,33.8,60.4,159.6,384.6,14.7,13.9
Muzaffarnagar,42.4,87.6,157.9,378.7,14.6,18.7
Muzaffarnagar,40.9,83.5,162.5,413.4,12.6,21.8
Muzaffarnagar,48.1,125.2,161.4,456.3,13.0,16.4
Muzaffarnagar,47.6,114.1,160.6,410.9,12.2,18.5
Muzaffarnagar,36.2,75.1,151.7,399.2,9.3,10.5
Muzaffarnagar,38.4,91.0,157.3,460.3,9.6,15.1
Muzaffarnagar,39.7,91.0,150.5,431.1,8.4,11.9
Muzaffarnagar,37.68,89.8,142.17,415.25,7.03,9.36
Muzaffarnagar,35.26,83.2,138.86,425.4,5.59,6.14
Muzaffarnagar,39.16,97.58,145.25,430.98,5.5,9.58
Muzaffarnagar,42.15,110.28,146.84,456.77,4.82,6.5
Muzaffarnagar,40.28,91.71,141.67,434.28,3.7,5.83
Muzaffarnagar,37.62,90.72,133.55,405.76,2.99,4.04
Muzaffarnagar,36.51,90.59,136.06,441.03,2.23,3.46
Muzaffarnagar,39.41,117.23,129.53,424.9,2.06,3.59
Muzaffarnagar,41.59,105.4,133.33,403.06,1.76,2.63
Muzaffarnagar,41.99,105.35,136.64,478.76,1.2,1.88
Muzaffarnagar,41.84,93.54,135.56,473.17,0.9,1.5
Muzaffarnagar,38.25,101.85,131.73,489.19,1.05,1.8
Muzaffarnagar,19.08,44.68,115.85,388.21,1.11,1.24
Muzaffarnagar,26.43,66.67,125.02,433.33,0.63,0.75
Muzaffarnagar,24.47,63.54,129.3,426.39,0.46,0.69
Muzaffarnagar,27.9,63.5,126.1,424.06,0.27,0.39
Muzaffarnagar,23.48,52.49,121.35,392.85,0.22,0.31
Muzaffarnagar,21.03,52.37,120.0,395.3,0.13,0.16
Muzaffarnagar,29.66,70.26,129.64,425.09,0.13,0.18
Muzaffarnagar,37.16,96.76,138.57,476.81,0.16,0.17
Muzaffarnagar,36.0,80.52,135.98,459.17,0.13,0.18
Muzaffarnagar,35.44,83.2,134.63,529.33,0.16,0.22
Muzaffarnagar,35.44,90.35,131.45,485.13,0.09,0.14
Muzaffarnagar,30.84,78.09,121.63,452.83,0.1,0.12
Muzaffarnagar,33.7,86.62,128.14,370.84,0.11,0.15
Muzaffarnagar,34.15,86.71,136.38,513.21,0.16,0.27
Muzaffarnagar,32.18,83.84,129.4,543.35,0.12,0.18
Muzaffarnagar,32.93,93.32,135.26,569.23,0.12,0.2
Meerut,33.0,31.4,181.7,241.1,55.3,53.6
Meerut,40.1,40.9,210.3,319.8,66.8,36.7
Meerut,35.9,31.4,205.6,314.7,58.7,55.6
Meerut,30.1,32.7,207.2,336.8,67.0,79.7
Meerut,27.3,27.9,227.6,394.0,78.4,115.5
Meerut,25.5,30.0,230.2,407.6,102.6,92.1
Meerut,24.7,28.6,228.5,463.1,66.3,50.5
Meerut,22.9,25.1,226.0,274.9,63.1,50.2
Meerut,23.5,19.2,234.3,335.2,74.3,56.1
Meerut,26.5,23.1,230.3,410.1,78.0,76.7
Meerut,20.3,25.8,238.1,442.5,79.1,76.7
Meerut,22.4,26.6,227.7,414.0,60.9,37.5
Meerut,26.9,27.8,246.8,510.5,61.8,36.3
Meerut,32.9,25.2,254.4,516.3,68.7,85.2
Meerut,24.3,32.0,255.6,595.7,67.8,97.4
Meerut,21.4,21.2,247.7,581.9,52.4,72.7
Meerut,16.2,23.4,254.9,642.4,57.8,93.5
Meerut,21.1,33.6,254.3,619.7,61.6,85.5
Meerut,23.1,36.5,251.9,868.2,61.9,123.5
Meerut,26.2,45.7,251.5,805.8,60.4,87.3
Meerut,24.5,41.2,248.0,686.3,58.5,96.4
Meerut,19.0,29.8,239.5,626.8,52.0,57.3
Meerut,19.4,38.7,240.0,737.6,53.8,73.8
Meerut,19.6,35.9,237.1,741.3,51.4,80.0
Meerut,19.62,41.45,222.24,719.22,49.2,79.76
Meerut,20.79,41.53,222.7,732.54,41.61,52.15
Meerut,23.53,52.25,229.21,732.27,38.52,73.51
Meerut,26.99,63.87,229.72,796.49,37.93,68.52
Meerut,26.55,61.74,224.96,793.65,32.66,38.15
Meerut,27.7,67.82,214.28,742.19,29.89,43.99
Meerut,28.11,64.3,215.56,762.38,24.49,40.17
Meerut,46.91,119.39,247.03,855.35,27.17,49.07
Meerut,49.77,103.33,242.7,804.39,24.66,37.67
Meerut,53.95,125.04,252.96,925.95,21.06,27.02
Meerut,56.34,121.45,260.22,906.93,17.41,32.49
Meerut,54.57,128.07,251.78,912.4,18.17,40.12
Meerut,34.79,80.01,242.2,867.93,11.62,11.89
Meerut,46.69,105.3,260.79,927.49,8.27,12.91
Meerut,37.7,94.14,243.66,846.51,11.5,17.43
Meerut,54.83,123.72,240.33,810.67,4.32,6.44
Meerut,50.9,113.85,237.81,877.31,3.43,6.44
Meerut,51.86,125.29,236.72,827.67,3.22,6.23
Meerut,59.47,134.22,241.63,899.24,2.9,6.94
Meerut,63.75,164.76,244.3,880.05,2.9,5.43
Meerut,65.39,150.13,232.38,940.46,2.56,5.68
Meerut,65.75,167.52,231.57,979.94,2.27,4.79
Meerut,49.51,144.26,197.58,898.26,2.18,5.01
Meerut,56.25,155.75,222.91,972.08,2.24,5.38
Meerut,60.99,173.28,214.56,661.69,1.18,2.56
Meerut,68.4,188.14,216.44,846.34,1.8,3.16
Meerut,55.67,142.49,219.19,964.37,1.88,3.65
Meerut,52.41,145.29,219.37,932.17,1.76,4.08
Buland Shahar,9.4,11.3,123.5,167.2,79.7,108.0
Buland Shahar,13.8,13.1,173.5,312.4,100.2,88.3
Buland Shahar,15.5,11.3,176.5,245.7,99.6,108.0
Buland Shahar,10.1,9.0,178.8,259.0,98.3,103.8
Buland Shahar,9.7,9.3,199.0,396.2,112.7,192.1
Buland Shahar,8.5,8.8,201.3,419.5,119.8,160.8
Buland Shahar,8.7,7.7,207.7,438.1,126.5,136.6
Buland Shahar,11.7,12.6,194.6,212.5,125.2,168.0
Buland Shahar,7.2,12.1,192.4,335.7,117.7,107.1
Buland Shahar,8.9,16.7,199.6,352.8,126.5,125.3
Buland Shahar,9.8,13.9,218.4,399.9,126.9,125.3
Buland Shahar,12.8,16.5,209.9,419.8,106.6,65.9
Buland Shahar,17.3,23.1,223.1,452.7,102.5,47.8
Buland Shahar,20.6,15.8,236.7,501.0,123.0,177.4
Buland Shahar,16.2,22.4,216.8,524.7,128.6,190.0
Buland Shahar,10.6,7.0,229.52,541.2,114.5,168.9
Buland Shahar,7.4,7.1,245.0,629.6,115.3,169.1
Buland Shahar,13.2,12.7,250.2,636.4,139.4,206.6
Buland Shahar,12.2,12.1,248.0,408.7,136.6,319.4
Buland Shahar,10.3,11.8,234.4,729.7,142.2,289.9
Buland Shahar,11.6,13.2,240.4,660.5,144.1,281.8
Buland Shahar,10.9,15.9,246.5,668.3,147.1,176.9
Buland Shahar,11.2,15.8,246.0,791.1,136.1,183.5
Buland Shahar,11.3,14.2,223.2,703.4,142.6,231.3
Buland Shahar,10.77,18.52,235.52,718.63,143.9,300.42
Buland Shahar,10.44,16.54,230.25,738.4,139.82,192.61
Buland Shahar,11.14,21.63,227.67,811.05,137.19,274.04
Buland Shahar,13.42,25.05,233.76,785.11,132.81,225.83
Buland Shahar,16.55,31.46,232.53,820.89,128.53,203.4
Buland Shahar,20.49,49.66,232.05,798.55,123.66,225.82
Buland Shahar,22.47,50.2,233.63,765.87,116.53,238.89
Buland Shahar,22.09,60.89,201.8,716.18,105.61,225.2
Buland Shahar,29.37,64.27,202.93,723.23,100.17,126.52
Buland Shahar,42.86,96.47,208.41,780.95,85.77,158.32
Buland Shahar,53.9,109.34,214.82,801.7,77.48,169.34
Buland Shahar,47.74,109.43,206.16,788.95,81.09,196.05
Buland Shahar,44.94,103.45,211.64,822.21,68.92,87.12
Buland Shahar,53.18,120.47,221.52,782.81,68.11,131.83
Buland Shahar,51.63,126.52,220.33,754.78,59.1,100.34
Buland Shahar,66.61,150.82,218.54,746.85,59.89,95.39
Buland Shahar,68.89,152.13,218.91,817.15,56.43,105.37
Buland Shahar,70.21,160.48,219.58,779.56,56.22,110.03
Buland Shahar,74.83,173.89,219.76,865.12,55.28,119.56
Buland Shahar,90.6,209.3,222.22,819.28,54.42,103.08
Buland Shahar,86.59,196.54,225.6,891.36,54.4,112.98
Buland Shahar,99.69,239.59,223.58,941.05,51.04,112.52
Buland Shahar,21.19,58.04,53.66,242.18,45.66,107.69
Buland Shahar,105.21,277.84,216.94,899.48,41.99,100.42
Buland Shahar,119.04,308.09,220.02,602.07,40.65,94.34
Buland Shahar,116.05,311.97,222.76,855.31,36.94,88.58
Buland Shahar,93.81,236.88,220.53,940.78,48.65,112.76
Buland Shahar,102.1,304.58,215.96,968.16,44.28,110.47
Aligarh,12.9,11.5,124.6,228.6,59.4,58.2
Aligarh,11.2,8.6,167.9,264.7,82.6,49.4
Aligarh,15.5,11.5,160.6,285.9,99.6,58.2
Aligarh,18.8,13.7,169.7,327.0,74.3,72.1
Aligarh,15.6,11.4,205.0,422.2,75.9,107.9
Aligarh,12.1,10.6,202.3,409.8,90.3,109.2
Aligarh,12.4,10.8,222.0,421.9,97.7,96.5
Aligarh,13.4,13.9,192.3,232.3,101.2,118.6
Aligarh,10.9,14.3,171.1,316.0,74.7,30.7
Aligarh,12.2,10.8,168.7,313.3,79.8,58.2
Aligarh,14.7,16.7,205.8,379.6,69.5,42.5
Aligarh,16.4,19.5,199.7,405.8,47.1,10.5
Aligarh,26.4,35.1,212.3,493.3,50.0,23.3
Aligarh,28.0,13.9,220.3,405.6,50.7,31.8
Aligarh,17.2,18.8,223.6,501.6,69.0,57.8
Aligarh,13.0,8.9,198.3,472.5,57.6,36.8
Aligarh,16.8,22.0,222.57,576.4,44.7,30.9
Aligarh,14.9,17.4,244.8,584.4,44.3,36.5
Aligarh,16.3,16.6,242.0,596.6,58.1,94.7
Aligarh,14.7,23.3,198.5,523.9,58.8,61.1
Aligarh,11.8,13.2,221.8,575.8,67.1,88.8
Aligarh,9.5,16.5,227.6,581.5,55.9,33.5
Aligarh,14.9,25.0,235.84,661.4,61.3,72.2
Aligarh,14.1,19.5,233.6,613.7,60.5,96.6
Aligarh,13.25,19.95,220.95,599.93,56.92,93.76
Aligarh,10.99,16.64,223.24,627.17,53.24,46.06
Aligarh,10.49,20.87,227.65,618.57,50.03,97.97
Aligarh,12.39,23.09,239.4,581.15,52.34,76.82
Aligarh,15.19,30.54,241.36,738.25,55.83,74.14
Aligarh,19.39,30.95,245.73,726.72,51.91,75.37
Aligarh,20.74,28.94,248.77,798.17,53.48,92.77
Aligarh,25.47,54.97,274.38,898.85,52.57,115.88
Aligarh,30.56,54.09,277.21,908.62,51.23,55.18
Aligarh,40.95,72.28,290.06,928.87,45.88,84.29
Aligarh,44.64,89.79,310.87,1052.01,51.52,108.61
Aligarh,43.95,79.33,310.33,996.31,50.65,100.81
Aligarh,39.99,67.8,306.45,1031.54,27.65,26.47
Aligarh,37.87,77.03,312.8,1020.7,35.51,59.1
Aligarh,41.12,92.46,310.98,913.13,31.92,60.69
Aligarh,54.39,113.16,307.25,938.09,32.3,49.71
Aligarh,58.75,119.32,309.51,881.22,30.7,49.58
Aligarh,59.46,118.6,307.36,975.07,30.61,59.16
